t,count
1554840136,2
1554840146,7
1554840156,12
1554840166,17
1554840176,22
1554840186,27
1554840196,32
1554840206,37
1554840216,42
1554840226,47
1554840236,52
1554840246,57
1554840256,62
1554840266,67
1554840276,72
1554840286,77
1554840296,82
1554840306,87
1554840316,92
1554840326,97
1554840336,102
1554840346,107
1554840356,112
1554840366,117
1554840376,122
1554840386,127
1554840396,133
1554840406,141
1554840416,150
1554840426,159
1554840436,169
1554840446,178
1554840456,188
1554840466,198
1554840476,208
1554840486,218
