t,count
1554825117,4
1554825127,14
1554825137,23
1554825147,33
1554825157,42
1554825167,51
1554825177,61
1554825187,70
1554825197,78
1554825207,88
1554825217,98
1554825227,108
1554825237,118
1554825247,128
1554825257,138
1554825267,148
1554825277,158
1554825287,168
1554825297,178
1554825307,188
1554825317,198
1554825327,208
1554825337,218
1554825347,228
1554825357,238
1554825367,248
1554825377,258
1554825387,268
1554825397,278
1554825407,288
1554825417,298
1554825427,308
1554825437,318
1554825447,328
1554825457,338
