t,count
1554825107,2
1554825117,7
1554825127,12
1554825137,17
1554825147,22
1554825157,27
1554825167,32
1554825177,37
1554825187,42
1554825197,47
1554825207,52
1554825217,57
1554825227,62
1554825237,67
1554825247,72
1554825257,77
1554825267,82
1554825277,87
1554825287,92
1554825297,97
1554825307,103
1554825317,108
1554825327,114
1554825337,122
1554825347,131
1554825357,140
1554825367,150
1554825377,160
1554825387,170
1554825397,180
1554825407,190
1554825417,200
1554825427,210
1554825437,219
1554825447,229
1554825457,239
