t,count
1554825107,2
1554825117,7
1554825127,12
1554825137,17
1554825147,22
1554825157,27
1554825167,32
1554825177,37
1554825187,42
1554825197,47
1554825207,52
1554825217,57
1554825227,62
1554825237,67
1554825247,72
1554825257,77
1554825267,82
1554825277,87
1554825287,92
1554825297,97
1554825307,102
1554825317,107
1554825327,112
1554825337,117
1554825347,122
1554825357,127
1554825367,132
1554825377,137
1554825387,142
1554825397,147
1554825407,152
1554825417,157
1554825427,162
1554825437,167
1554825447,172
1554825457,177
