t,count
1554840135,5
1554840145,15
1554840155,24
1554840165,32
1554840175,41
1554840185,51
1554840195,60
1554840205,69
1554840215,78
1554840225,87
1554840235,97
1554840245,106
1554840255,116
1554840265,126
1554840275,136
1554840285,146
1554840295,156
1554840305,166
1554840315,176
1554840325,186
1554840335,196
1554840345,206
1554840355,216
1554840365,226
1554840375,236
1554840385,246
1554840395,256
1554840405,266
1554840415,276
1554840425,286
1554840435,296
1554840445,306
1554840455,316
1554840465,326
1554840475,336
1554840485,346
