t,count
1554825117,4
1554825127,14
1554825137,23
1554825147,33
1554825157,42
1554825167,52
1554825177,62
1554825187,71
1554825197,81
1554825207,91
1554825217,101
1554825227,111
1554825237,121
1554825247,131
1554825257,141
1554825267,151
1554825277,161
1554825287,171
1554825297,181
1554825307,191
1554825317,201
1554825327,211
1554825337,221
1554825347,231
1554825357,241
1554825367,250
1554825377,260
1554825387,270
1554825397,280
1554825407,289
1554825417,299
1554825427,309
1554825437,319
1554825447,329
1554825457,339
