t,count
1554840140,1
1554840150,6
1554840160,11
1554840170,16
1554840180,21
1554840190,26
1554840200,31
1554840210,36
1554840220,41
1554840230,46
1554840240,51
1554840250,56
1554840260,61
1554840270,66
1554840280,71
1554840290,76
1554840300,81
1554840310,86
1554840320,91
1554840330,96
1554840340,101
1554840350,106
1554840360,111
1554840370,116
1554840380,121
1554840390,128
1554840400,136
1554840410,145
1554840420,154
1554840430,164
1554840440,174
1554840450,184
1554840460,194
1554840470,203
1554840480,213
