t,count
1554840138,4
1554840148,14
1554840158,23
1554840168,31
1554840178,40
1554840188,50
1554840198,59
1554840208,67
1554840218,77
1554840228,87
1554840238,97
1554840248,107
1554840258,117
1554840268,127
1554840278,137
1554840288,147
1554840298,157
1554840308,167
1554840318,177
1554840328,187
1554840338,197
1554840348,207
1554840358,217
1554840368,227
1554840378,236
1554840388,246
1554840398,256
1554840408,266
1554840418,276
1554840428,286
1554840438,296
1554840448,306
1554840458,316
1554840468,326
1554840478,336
