t,value
1552610416,1.0
1552610426,1.0
1552610436,1.0
1552610446,1.0
1552610456,1.0
1552610466,1.0
1552610476,1.0
1552610486,1.0
1552610496,1.0
1552610506,0.5
1552610516,0.5
1552610526,0.5
1552610536,0.5
1552610546,0.5
1552610556,0.5
1552610566,0.5
1552610576,0.5
1552610586,0.5
1552610596,0.5
1552610606,0.3333333333333333
1552610616,0.3333333333333333
1552610626,0.3333333333333333
1552610636,0.3333333333333333
1552610646,0.3333333333333333
1552610656,0.3333333333333333
1552610666,0.3333333333333333
1552610676,0.3333333333333333
1552610686,0.25
1552610696,0.25
