t,count
1554841179,2
1554841189,7
1554841199,12
1554841209,17
1554841219,22
1554841229,27
1554841239,32
1554841249,37
1554841259,42
1554841269,47
1554841279,52
1554841289,57
1554841299,62
1554841309,67
1554841319,72
1554841329,77
1554841339,82
1554841349,87
1554841359,92
1554841369,97
1554841379,102
1554841389,107
1554841399,112
1554841409,117
1554841419,122
1554841429,127
1554841439,132
1554841449,137
1554841459,142
1554841469,147
1554841479,152
1554841489,157
1554841499,162
1554841509,167
1554841519,176
1554841529,185
