t,count
1552649789,8
1552649799,17
1552649809,27
1552649819,36
1552649829,46
1552649839,56
1552649849,66
1552649859,76
1552649869,86
1552649879,94
1552649889,104
1552649899,114
1552649909,124
1552649919,134
1552649929,143
1552649939,152
1552649949,161
1552649959,170
1552649969,179
1552649979,188
1552649989,197
1552649999,206
1552650009,215
1552650019,224
1552650029,233
1552650039,242
1552650049,252
1552650059,261
1552650069,270
1552650079,280
1552650089,290
1552650099,300
1552650109,310
1552650119,319
1552650129,329
1552650139,339
1552650149,349
1552650159,359
1552650169,369
1552650179,379
1552650189,389
1552650199,399
1552650209,409
1552650219,419
1552650229,429
1552650239,439
1552650249,449
1552650259,459
1552650269,469
1552650279,479
1552650289,489
1552650299,499
1552650309,509
1552650319,519
1552650329,529
1552650339,539
1552650349,549
1552650359,559
1552650369,569
1552650379,579
1552650389,589
1552650399,599
1552650409,609
1552650419,619
1552650429,629
1552650439,639
1552650449,649
1552650459,659
1552650469,669
1552650479,679
1552650489,689
